Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2098late4,-0.2159491330385208,1.3047709465026855,-1.2001093637081794e-05,3.097295045852661,-7.173503036028706e-07,-0.027931028977036476,0.3160134255886078,4.523123607214075e-06,0.2745155692100525,-5.2826711907982826e-05,-1.7538070678710938,-1.3604295253753662,2.3510475158691406,0.0002601461310405284,-0.3080371618270874,-0.2713809609413147,-2.0020434856414795,-3.827845335006714,-2.3430051803588867,3.9158785343170166,1.612576961517334,-3.896399974822998,2.7833690643310547,0.6165335774421692,0.036389779299497604,-1.5067031383514404,0.10510193556547165,0.3278115391731262,-0.8284960389137268,1.8833796977996826,-0.2876400947570801,-1.3053743839263916,-0.006231043953448534,-1.037888765335083,-3.4076406955718994,2.292025566101074,2.126171693817014e-06,-1.665827751159668,5.029790486332786e-07,-0.21342943608760834,0.04915463179349899,-0.7843268513679504,1.2193553447723389,-1.1762158870697021,-1.3443613052368164,3.1246345043182373,-2.24263334274292,-1.18674635887146,-9.32745194859308e-07,0.6883737444877625,0.1138988584280014,2.195902109146118,-0.9286144971847534,-0.7425867915153503,2.641493558883667,0.9101148247718811,0.621804416179657,-2.1169986724853516,3.319232225418091,0.046336788684129715,2.00136399269104,-5.767478942871094,3.1980369091033936,0.5043380260467529
2076late6,-0.20614096522331238,1.2584176063537598,-1.1499462743813638e-05,2.995028495788574,-6.952635658308282e-07,-0.02696661278605461,0.33088934421539307,4.363573225418804e-06,0.2640228271484375,-5.0027170800603926e-05,-1.6913596391677856,-1.3127144575119019,2.2493650913238525,0.00024609643151052296,-0.30356302857398987,-0.2595032751560211,-1.9380502700805664,-3.7090702056884766,-2.242110013961792,3.7687828540802,1.5562336444854736,-3.751615285873413,2.676597833633423,0.5928418040275574,0.0373278483748436,-1.4457621574401855,0.09690436720848083,0.3864173889160156,-0.8773642778396606,1.8101022243499756,-0.2792748212814331,-1.2565984725952148,0.0626361146569252,-0.9854713082313538,-3.310697555541992,2.160921335220337,2.0563854832289508e-06,-1.5930309295654297,4.813634859601734e-07,-0.20738346874713898,0.049042463302612305,-0.7583192586898804,1.1723294258117676,-1.1307532787322998,-1.2966002225875854,3.056116819381714,-2.1571707725524902,-1.1443111896514893,-8.982652843769756e-07,0.6647082567214966,0.11260046064853668,2.112480401992798,-0.9460849165916443,-0.7142041325569153,2.5225930213928223,0.8746705055236816,0.5963389277458191,-2.0353503227233887,3.2044262886047363,0.051046356558799744,1.9255437850952148,-5.5504865646362305,3.0564229488372803,0.4873296916484833
2144disease7,-0.18420100212097168,1.1355279684066772,-1.0353706784371752e-05,2.797801971435547,-6.466447075581527e-07,-0.02742500975728035,0.12771722674369812,4.055949375469936e-06,0.2440597414970398,-4.157604053034447e-05,-1.5323256254196167,-1.1984907388687134,1.9834665060043335,0.0002057755773421377,-0.28936946392059326,-0.23544254899024963,-1.9825525283813477,-3.5081586837768555,-1.9532721042633057,3.3947160243988037,1.4238381385803223,-3.3670499324798584,2.380079746246338,0.5282323956489563,0.031677309423685074,-1.277511715888977,0.06677641719579697,0.8591699600219727,-1.3798696994781494,1.6300568580627441,-0.26013892889022827,-1.141837477684021,0.3144022226333618,-0.5684295296669006,-3.1811506748199463,1.7627475261688232,1.9331296243763063e-06,-1.4719645977020264,4.1741662926142453e-07,-0.19044053554534912,0.05153657868504524,-0.6815185546875,1.0652003288269043,-1.0189701318740845,-1.1737358570098877,3.1430115699768066,-1.9264286756515503,-1.0422781705856323,-8.328703984261665e-07,0.6075217723846436,0.10113204270601273,1.9079837799072266,-0.8500121235847473,-0.641926646232605,2.222362995147705,0.7753201723098755,0.5356042385101318,-1.8342722654342651,2.9013285636901855,0.05492475628852844,1.738036036491394,-5.026956558227539,2.681877374649048,0.44436147809028625
2076late5,-0.1951635479927063,1.216858983039856,-1.101029738492798e-05,2.917527198791504,-6.798183562750637e-07,-0.025980401784181595,0.3611477315425873,4.232216724631144e-06,0.2610124349594116,-4.679887933889404e-05,-1.6343555450439453,-1.270602822303772,2.145622968673706,0.00022977204935159534,-0.29775291681289673,-0.24725645780563354,-1.8970184326171875,-3.626143455505371,-2.1392650604248047,3.6343555450439453,1.5099719762802124,-3.622601270675659,2.574286460876465,0.5702473521232605,0.03330405056476593,-1.3957332372665405,0.09099503606557846,0.5052925944328308,-0.9985318779945374,1.7459287643432617,-0.27067938446998596,-1.2139438390731812,0.18323707580566406,-0.9186202883720398,-3.255187749862671,2.0057291984558105,2.003673216677271e-06,-1.5211272239685059,4.592571087869146e-07,-0.20290297269821167,0.05179685354232788,-0.7242096662521362,1.1306596994400024,-1.0906213521957397,-1.258116602897644,3.043086528778076,-2.078707456588745,-1.1048312187194824,-8.683292094247008e-07,0.6469653248786926,0.10635281354188919,2.038304090499878,-1.0012081861495972,-0.6870484352111816,2.3991968631744385,0.8365804553031921,0.5713893175125122,-1.966187596321106,3.1086761951446533,0.046448297798633575,1.8575389385223389,-5.359675407409668,2.9112484455108643,0.47226589918136597
2044ready5,-0.2206093668937683,1.3054888248443604,-1.2175501979072578e-05,3.105989694595337,-7.129527261895419e-07,-0.029369927942752838,0.15269716084003448,4.5562160266854335e-06,0.27446332573890686,-5.3800453315488994e-05,-1.7584283351898193,-1.3642388582229614,2.3791825771331787,0.00026628703926689923,-0.30592265725135803,-0.27772024273872375,-2.080474853515625,-3.836341381072998,-2.357879877090454,3.9263312816619873,1.6155579090118408,-3.892789363861084,2.7880754470825195,0.6171367168426514,0.038423217833042145,-1.5015394687652588,0.09860093891620636,0.35204848647117615,-0.8601353168487549,1.8896087408065796,-0.29092875123023987,-1.3105193376541138,-0.09604950994253159,-0.9322935342788696,-3.408749580383301,2.347248077392578,2.1361568087741034e-06,-1.7177565097808838,5.048324283052352e-07,-0.21039964258670807,0.045764368027448654,-0.7898424863815308,1.2265738248825073,-1.1805193424224854,-1.34287428855896,3.1627745628356934,-2.2434802055358887,-1.1933672428131104,-9.438689403395983e-07,0.6872598528862,0.11267346888780594,2.205068826675415,-0.768670916557312,-0.7465103268623352,2.683950901031494,0.9153081774711609,0.6257848739624023,-2.1197803020477295,3.303874969482422,0.04698970541357994,2.0088486671447754,-5.78835391998291,3.2361690998077393,0.50472491979599
2039ready13,-0.214941143989563,1.2894726991653442,-1.1963741599174682e-05,3.0693559646606445,-7.062949407554697e-07,-0.02857097052037716,0.19260044395923615,4.494000677368604e-06,0.27377161383628845,-5.2608629630412906e-05,-1.7357864379882812,-1.3468286991119385,2.3377935886383057,0.00026000686921179295,-0.30344024300575256,-0.2720184326171875,-2.0427212715148926,-3.794088363647461,-2.31960391998291,3.8724169731140137,1.5964252948760986,-3.843374490737915,2.7496166229248047,0.6084819436073303,0.0361516997218132,-1.4840134382247925,0.09773388504981995,0.3686082661151886,-0.872552752494812,1.8639518022537231,-0.28692296147346497,-1.2928335666656494,-0.052212584763765335,-0.9352185726165771,-3.376417875289917,2.2901458740234375,2.109935167027288e-06,-1.6816985607147217,4.967953373125056e-07,-0.20885878801345825,0.046922098845243454,-0.7756322026252747,1.20903742313385,-1.1642909049987793,-1.3284482955932617,3.132584571838379,-2.2134435176849365,-1.1766284704208374,-9.29571228880377e-07,0.6803171038627625,0.11002864688634872,2.174899101257324,-0.808830201625824,-0.7355043888092041,2.6333906650543213,0.9003430008888245,0.6150984764099121,-2.092644453048706,3.2676005363464355,0.04423757642507553,1.9816045761108398,-5.709955215454102,3.1785998344421387,0.49865972995758057
2039ready12,-0.20680566132068634,1.2427359819412231,-1.1581621038203593e-05,2.9866819381713867,-6.841167987658991e-07,-0.02890907973051071,0.07643269747495651,4.374214768176898e-06,0.2658204138278961,-5.0021692004520446e-05,-1.6770734786987305,-1.3032625913619995,2.249526262283325,0.0002480570401530713,-0.29670390486717224,-0.26457035541534424,-2.0630767345428467,-3.7036643028259277,-2.2203028202056885,3.731994390487671,1.5449213981628418,-3.6955902576446533,2.6409945487976074,0.5843199491500854,0.033356115221977234,-1.4196765422821045,0.0856228917837143,0.508956253528595,-1.0193382501602173,1.7973939180374146,-0.2801215648651123,-1.2497044801712036,-0.010334387421607971,-0.7701913714408875,-3.3080742359161377,2.1737232208251953,2.0578406747517874e-06,-1.6489405632019043,4.743587282973749e-07,-0.2016989290714264,0.04640010744333267,-0.7489473223686218,1.1698943376541138,-1.1224828958511353,-1.2812875509262085,3.1411986351013184,-2.126223087310791,-1.1383477449417114,-9.058028922481753e-07,0.6573905348777771,0.10559917241334915,2.0989768505096436,-0.7187500596046448,-0.7088873982429504,2.537083625793457,0.8653907775878906,0.5927427411079407,-2.0173845291137695,3.1447508335113525,0.04556502774357796,1.9126479625701904,-5.5131635665893555,3.0540225505828857,0.48185741901397705
2038ready3,-0.21447177231311798,1.2932913303375244,-1.20105351015809e-05,3.0783023834228516,-7.083900754878414e-07,-0.0289614200592041,0.1939176470041275,4.5084002522344235e-06,0.2738898992538452,-5.288642205414362e-05,-1.7426155805587769,-1.3516147136688232,2.347548723220825,0.00026136671658605337,-0.30413368344306946,-0.2733345031738281,-2.046802520751953,-3.804640054702759,-2.329578399658203,3.8861775398254395,1.6012154817581177,-3.8576531410217285,2.76008939743042,0.6109165549278259,0.033195119351148605,-1.489398717880249,0.09977491199970245,0.35989001393318176,-0.8644844889640808,1.8718805313110352,-0.2869856357574463,-1.2976676225662231,-0.058880697935819626,-0.9428391456604004,-3.385146379470825,2.30317759513855,2.116125870088581e-06,-1.6877975463867188,4.989568083146878e-07,-0.21022343635559082,0.04727813974022865,-0.7792213559150696,1.2148306369781494,-1.1684494018554688,-1.3327687978744507,3.136953353881836,-2.221147298812866,-1.1797984838485718,-9.326118401986605e-07,0.682062566280365,0.11088511347770691,2.18247652053833,-0.8092856407165527,-0.7378764152526855,2.644808292388916,0.9042788147926331,0.6181766986846924,-2.1024913787841797,3.278736114501953,0.04450739175081253,1.9897123575210571,-5.730572700500488,3.1921091079711914,0.499884694814682
2063ready6,-0.21371181309223175,1.2833174467086792,-1.1979768714809325e-05,3.0608458518981934,-7.015482879069168e-07,-0.02932838350534439,0.11817947030067444,4.48940772912465e-06,0.273860901594162,-5.267615779303014e-05,-1.730696439743042,-1.3426326513290405,2.3374786376953125,0.0002609002694953233,-0.30097895860671997,-0.27336037158966064,-2.0726778507232666,-3.783972978591919,-2.3131749629974365,3.857419967651367,1.5909534692764282,-3.823152542114258,2.7374794483184814,0.6055004000663757,0.03276719152927399,-1.4751451015472412,0.0951995849609375,0.3902108669281006,-0.8974390029907227,1.8592010736465454,-0.2864234745502472,-1.2895039319992065,-0.08320828527212143,-0.876910924911499,-3.366828203201294,2.2984073162078857,2.105933162965812e-06,-1.6965911388397217,4.946953140461119e-07,-0.20741400122642517,0.046154480427503586,-0.7726465463638306,1.2078758478164673,-1.1606260538101196,-1.3228302001953125,3.144359588623047,-2.2019689083099365,-1.1729193925857544,-9.303691399509262e-07,0.6771306991577148,0.10802819579839706,2.168644428253174,-0.737152636051178,-0.7329820990562439,2.637502670288086,0.8973256945610046,0.613517165184021,-2.0868358612060547,3.2457942962646484,0.04244518280029297,1.9766613245010376,-5.692844390869141,3.1774067878723145,0.4962058961391449
2144disease1,-0.20361749827861786,1.2562094926834106,-1.1480424291221425e-05,2.9846363067626953,-6.92361254550633e-07,-0.026701778173446655,0.3264358937740326,4.349079517851351e-06,0.26801756024360657,-5.009714368497953e-05,-1.6875321865081787,-1.3093171119689941,2.247410774230957,0.00024641462368890643,-0.3008233308792114,-0.2589161992073059,-1.9295810461044312,-3.6939353942871094,-2.2403104305267334,3.7590415477752686,1.5536553859710693,-3.742356300354004,2.671510934829712,0.5912216901779175,0.034936852753162384,-1.4461684226989746,0.09692469239234924,0.3669309914112091,-0.8547697067260742,1.807113766670227,-0.278344064950943,-1.2536287307739258,0.04648887738585472,-0.9878756999969482,-3.295656681060791,2.1672091484069824,2.048277792709996e-06,-1.5912262201309204,4.807483264812618e-07,-0.2061346173286438,0.04882604628801346,-0.7511241436004639,1.169554352760315,-1.128817081451416,-1.2961580753326416,3.036372661590576,-2.152266263961792,-1.1410220861434937,-8.957010209087457e-07,0.6643664836883545,0.1085306704044342,2.108699083328247,-0.9332274794578552,-0.7125157117843628,2.520732879638672,0.8711072206497192,0.592972993850708,-2.0321505069732666,3.1952931880950928,0.0447131022810936,1.9219574928283691,-5.53824520111084,3.0537610054016113,0.4860672950744629
