Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2098late4,0.3754449486732483,0.3154523968696594,0.24735863506793976,0.12845495343208313,0.5871965289115906,0.11107905209064484,0.22800803184509277,0.14601147174835205,1.0132182836532593,0.08279212564229965,0.472002238035202,0.7072696089744568,0.16045355796813965,0.2080986052751541,0.23118984699249268,0.16197115182876587,0.35757583379745483,0.41062790155410767,0.11721859872341156,0.33106473088264465,0.11150246113538742,0.5674728751182556,0.42716726660728455,0.31975504755973816,0.04835546389222145,0.6225801706314087,0.2967694401741028,0.3608177602291107,0.47714415192604065,0.205337792634964,0.5591592788696289,0.36068928241729736,0.1359889656305313,0.0798548012971878,0.6370643973350525,0.1008213460445404,0.4487990438938141,0.3190981149673462,0.6747376322746277,0.695742130279541,0.3855915069580078,0.5653004050254822,0.7087130546569824,0.5720712542533875,0.33442750573158264,0.5229144096374512,0.9567195177078247,0.695589005947113,0.26228392124176025,0.4802689850330353,0.9842463731765747,0.6126946210861206,0.33731609582901,0.4059869945049286,0.16992758214473724,0.4462679922580719,0.1219833493232727,0.26494860649108887,0.45940548181533813,0.6033112406730652,0.5271333456039429,0.9093437790870667,0.1469862461090088,0.7630216479301453
2076late6,0.3887560963630676,0.3351204991340637,0.254275381565094,0.14064128696918488,0.587030827999115,0.13535986840724945,0.23688311874866486,0.1605440229177475,1.0254511833190918,0.09346514195203781,0.4821537137031555,0.721637487411499,0.16879120469093323,0.21739056706428528,0.24194718897342682,0.18050861358642578,0.3627597391605377,0.41525349020957947,0.1148306205868721,0.3395195007324219,0.12030576914548874,0.5723317861557007,0.4317122995853424,0.31256940960884094,0.06806676834821701,0.6339750289916992,0.31139910221099854,0.37334299087524414,0.5027386546134949,0.2287748157978058,0.5837810039520264,0.36129409074783325,0.15850135684013367,0.09370651841163635,0.640103816986084,0.11519616097211838,0.44959700107574463,0.3253523111343384,0.6628652811050415,0.7153447270393372,0.4170626699924469,0.5716546177864075,0.7222041487693787,0.5791109204292297,0.34314051270484924,0.5050009489059448,0.9607017636299133,0.7200259566307068,0.2858372628688812,0.5108212232589722,1.007143259048462,0.6334127187728882,0.3508113622665405,0.4248867332935333,0.1747906506061554,0.46286019682884216,0.14054176211357117,0.2765960693359375,0.4577251374721527,0.6203012466430664,0.5430752038955688,0.9106934070587158,0.16090886294841766,0.7701461315155029
2144disease7,0.36824336647987366,0.3440936803817749,0.24533270299434662,0.15888722240924835,0.5776157379150391,0.16441479325294495,0.280010849237442,0.1622416228055954,1.026329517364502,0.10648855566978455,0.48417651653289795,0.7209304571151733,0.16307105123996735,0.2108498215675354,0.25575000047683716,0.18898321688175201,0.37173566222190857,0.4126889109611511,0.08144055306911469,0.3248257637023926,0.13759823143482208,0.5724747180938721,0.4349561035633087,0.30184367299079895,0.06923956423997879,0.6313804984092712,0.3160093128681183,0.3545604944229126,0.4863470494747162,0.25316381454467773,0.5777175426483154,0.36324551701545715,0.15558300912380219,0.07696274667978287,0.6306843161582947,0.12301727384328842,0.4614146947860718,0.3175419867038727,0.6625053286552429,0.7128055095672607,0.39873385429382324,0.5579274892807007,0.6976343989372253,0.5865030288696289,0.33620578050613403,0.5162238478660583,0.9506731033325195,0.6886810064315796,0.2966432571411133,0.5010567307472229,1.003096342086792,0.6141670942306519,0.3498023748397827,0.3917301297187805,0.17213113605976105,0.4384825825691223,0.165872722864151,0.2727782130241394,0.45316824316978455,0.6154329180717468,0.5249873995780945,0.9050439596176147,0.18773123621940613,0.77019864320755
2076late5,0.38397687673568726,0.3372120261192322,0.24774546921253204,0.14898903667926788,0.5831719040870667,0.15751463174819946,0.2229704111814499,0.16142277419567108,1.0279079675674438,0.09803932905197144,0.4830079674720764,0.7248803973197937,0.1658037155866623,0.21718420088291168,0.25180891156196594,0.18191081285476685,0.3509628176689148,0.4217020869255066,0.09900585561990738,0.3344205617904663,0.13422569632530212,0.5729414820671082,0.4389632046222687,0.30259570479393005,0.06823959946632385,0.6306068897247314,0.3135501444339752,0.37434861063957214,0.5040345191955566,0.23726846277713776,0.5782392621040344,0.35601410269737244,0.157562717795372,0.08987391740083694,0.630637526512146,0.11580438911914825,0.461870938539505,0.3291395604610443,0.665288507938385,0.7214049696922302,0.4133707880973816,0.5743398070335388,0.7069223523139954,0.580500066280365,0.33632445335388184,0.5032237768173218,0.9512873291969299,0.7086312174797058,0.28049561381340027,0.5020570755004883,1.002122402191162,0.6199807524681091,0.35894760489463806,0.4109923243522644,0.1857048124074936,0.45239967107772827,0.1524832546710968,0.27282705903053284,0.4558990001678467,0.6164596676826477,0.5262007713317871,0.9061471819877625,0.1623760312795639,0.770027756690979
2044ready5,0.3760032653808594,0.29837608337402344,0.2361418902873993,0.10629492253065109,0.5902820825576782,0.0879766196012497,0.20208051800727844,0.13305138051509857,1.0136823654174805,0.10330769419670105,0.4646700620651245,0.6865738034248352,0.1471412181854248,0.19371159374713898,0.20428767800331116,0.14836615324020386,0.38449081778526306,0.38590875267982483,0.08793572336435318,0.3231847286224365,0.09094629436731339,0.5589361786842346,0.38975054025650024,0.3223128616809845,0.04411683231592178,0.6153542399406433,0.2821805775165558,0.3398549556732178,0.449290931224823,0.18880413472652435,0.5402178764343262,0.3462884724140167,0.11643145978450775,0.057900797575712204,0.6104821562767029,0.09481341391801834,0.4475298225879669,0.2931591272354126,0.6615744829177856,0.673793375492096,0.36103007197380066,0.5389614701271057,0.6981928944587708,0.5567241907119751,0.3219408690929413,0.5244655013084412,0.9484928846359253,0.6745877861976624,0.24501800537109375,0.46345219016075134,0.9737114906311035,0.6056985259056091,0.23891222476959229,0.38742777705192566,0.1433638483285904,0.4317728877067566,0.09594882279634476,0.24110457301139832,0.4354146420955658,0.5853142142295837,0.5427926778793335,0.9037964344024658,0.14211352169513702,0.7456435561180115
2039ready13,0.37877950072288513,0.3135091960430145,0.2458798587322235,0.11612270027399063,0.5905337333679199,0.09557801485061646,0.21999460458755493,0.1430436074733734,1.0050846338272095,0.1120595932006836,0.4698047339916229,0.6971784830093384,0.15714068710803986,0.2061414271593094,0.2246621996164322,0.16638168692588806,0.37476879358291626,0.4022841453552246,0.09754808247089386,0.3307238221168518,0.10606783628463745,0.566047728061676,0.4095499515533447,0.31901273131370544,0.04827311262488365,0.6215265393257141,0.30413585901260376,0.34575870633125305,0.46089619398117065,0.21577239036560059,0.554751455783844,0.35625264048576355,0.12656070291996002,0.07219593971967697,0.6193482279777527,0.10115077346563339,0.44794249534606934,0.30447760224342346,0.6679120659828186,0.6835968494415283,0.3808390200138092,0.5594419836997986,0.7043760418891907,0.5695968866348267,0.3290867209434509,0.5087774395942688,0.949650764465332,0.6882370114326477,0.26938962936401367,0.4876950681209564,0.9841809868812561,0.6215806603431702,0.2570480704307556,0.3992781639099121,0.1567145437002182,0.4375752806663513,0.11540763080120087,0.2558940649032593,0.4498828947544098,0.5849615335464478,0.5373038649559021,0.907738208770752,0.14996589720249176,0.7512150406837463
2039ready12,0.3822357654571533,0.3289543390274048,0.24635398387908936,0.13061559200286865,0.5877280235290527,0.11998550593852997,0.23190726339817047,0.15112969279289246,1.0176136493682861,0.1144775003194809,0.4738892912864685,0.703069806098938,0.1609804928302765,0.2070484608411789,0.22502130270004272,0.16564176976680756,0.3911796510219574,0.4074890613555908,0.086949922144413,0.32638609409332275,0.1043504998087883,0.5664753317832947,0.41927874088287354,0.31911158561706543,0.058228105306625366,0.6217213273048401,0.3005430996417999,0.343401700258255,0.47165194153785706,0.2274259775876999,0.5603964924812317,0.35206809639930725,0.14365755021572113,0.06302227824926376,0.6165629625320435,0.10785046219825745,0.4534192681312561,0.3028615713119507,0.6638872623443604,0.703052818775177,0.38431429862976074,0.561568021774292,0.6982631087303162,0.5715488791465759,0.3269524872303009,0.5186178088188171,0.9485586285591125,0.6904813051223755,0.2667043209075928,0.4862197935581207,0.9954696297645569,0.6128523945808411,0.2583385407924652,0.4056066870689392,0.1622823178768158,0.4370582699775696,0.12670426070690155,0.2570016384124756,0.446499228477478,0.5961290597915649,0.5326740741729736,0.9031442999839783,0.163853257894516,0.7558712959289551
2038ready3,0.3763291537761688,0.31522324681282043,0.24314981698989868,0.1318567395210266,0.5891066193580627,0.11230668425559998,0.23208250105381012,0.14278645813465118,1.004141926765442,0.10199464857578278,0.46655911207199097,0.6922126412391663,0.1609337329864502,0.2088664323091507,0.22222964465618134,0.1715729832649231,0.36136484146118164,0.40482890605926514,0.09852065145969391,0.3325884938240051,0.11620806902647018,0.5683619976043701,0.4350321888923645,0.32192665338516235,0.051428209990262985,0.6222466230392456,0.3118540942668915,0.34547656774520874,0.46206986904144287,0.2184993326663971,0.5511466264724731,0.35523301362991333,0.1370951235294342,0.0865175798535347,0.6174450516700745,0.1082976758480072,0.4461248815059662,0.30894309282302856,0.6701529622077942,0.6896769404411316,0.3743121027946472,0.5615848898887634,0.7035122513771057,0.5621607303619385,0.33145594596862793,0.5069141387939453,0.9545013904571533,0.6902168989181519,0.2780250906944275,0.4717341959476471,0.9825760722160339,0.6215294599533081,0.24842289090156555,0.3993237614631653,0.15809576213359833,0.4457901418209076,0.12439562380313873,0.25649136304855347,0.4463634490966797,0.6073905229568481,0.5401282906532288,0.909211277961731,0.1563829779624939,0.7536415457725525
2063ready6,0.3850071430206299,0.3106382191181183,0.24726125597953796,0.12152901291847229,0.5925461649894714,0.10342118889093399,0.21575698256492615,0.14629170298576355,1.0195051431655884,0.10421068966388702,0.4741855263710022,0.7083582282066345,0.1576358824968338,0.20714128017425537,0.22108446061611176,0.16636118292808533,0.3945785462856293,0.40217795968055725,0.09491560608148575,0.3284475803375244,0.09947288036346436,0.5685001015663147,0.4140399098396301,0.32454627752304077,0.054140541702508926,0.6217795610427856,0.2914291322231293,0.3502644896507263,0.46153661608695984,0.21510064601898193,0.5589606761932373,0.35033947229385376,0.1334339678287506,0.07012630999088287,0.6259973645210266,0.10379380732774734,0.4487007260322571,0.3058120012283325,0.6646339893341064,0.6925934553146362,0.38714292645454407,0.5627762079238892,0.7097212076187134,0.5719770193099976,0.33373522758483887,0.5276358127593994,0.9500158429145813,0.7016177177429199,0.26740139722824097,0.48597219586372375,0.9882350564002991,0.6201119422912598,0.2501712143421173,0.41014543175697327,0.15039601922035217,0.4450017511844635,0.1194005012512207,0.2524823248386383,0.4419964849948883,0.5904338955879211,0.5436748266220093,0.9064335227012634,0.15159286558628082,0.7534934282302856
2144disease1,0.3681729733943939,0.30940955877304077,0.24833711981773376,0.12755070626735687,0.58223956823349,0.13540351390838623,0.21869994699954987,0.13604454696178436,1.0110186338424683,0.06908046454191208,0.4682459533214569,0.7012573480606079,0.15825486183166504,0.2058747410774231,0.22976148128509521,0.15541328489780426,0.34195202589035034,0.39590340852737427,0.09644478559494019,0.32361432909965515,0.11583209782838821,0.5700437426567078,0.41400429606437683,0.31242045760154724,0.041959598660469055,0.6259212493896484,0.2989514470100403,0.37050747871398926,0.4884189963340759,0.2053396999835968,0.5569908618927002,0.36718881130218506,0.13242857158184052,0.0840192511677742,0.6183200478553772,0.10768798738718033,0.4533717632293701,0.31716597080230713,0.6661418080329895,0.6901136636734009,0.3679262697696686,0.5586600303649902,0.6862726211547852,0.571996808052063,0.3279019296169281,0.4921475350856781,0.9566038250923157,0.6690864562988281,0.27079424262046814,0.4857463836669922,0.9868149757385254,0.6038011312484741,0.3354205787181854,0.37887829542160034,0.15871663391590118,0.4290373921394348,0.12999065220355988,0.2612800896167755,0.4402608275413513,0.59662264585495,0.5188758373260498,0.9051387310028076,0.1481933444738388,0.7620784044265747
