Image,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
2098late4,0.09691565483808517,0.14183631539344788,0.1061604917049408,0.07768421620130539,0.14671047031879425,0.1154688149690628,0.03494829311966896,0.19054000079631805,0.0873398408293724,0.2789819836616516,0.04332816228270531,0.08320076763629913,0.043022237718105316,0.14467498660087585,0.11040706932544708,0.12829749286174774,0.10983432829380035,0.11618862301111221,0.2251213937997818,0.21367046236991882,0.015524572692811489,0.12062221765518188,0.08159428834915161,0.10477691143751144,0.13338415324687958,0.19165444374084473,0.098049096763134,0.147156223654747,0.15834347903728485,0.18380652368068695,0.15701434016227722,0.20503050088882446,0.15614233911037445,0.1371469646692276,0.0735173150897026,0.06625235825777054,0.3553497791290283,0.17973576486110687,0.18660800158977509,0.3062361776828766,0.2310824692249298,0.314608097076416,0.12389564514160156,0.267266184091568,0.12006766349077225,0.18333111703395844,0.13266892731189728,0.11331567913293839,0.22833162546157837,0.1066247820854187,0.08917564153671265,0.05217960476875305,0.1527591198682785,0.06988754868507385,0.21082879602909088,0.10735577344894409,0.1223381981253624,0.1248154565691948,0.3886549472808838,0.15800969302654266,0.19171619415283203,0.10521707683801651,0.08753135055303574,0.19395557045936584,0.09603437781333923,0.0485084168612957,0.3061976134777069,0.27887994050979614,0.10898502171039581,0.0920783132314682,0.08674163371324539,0.0686427503824234,0.10830943286418915,0.05903882905840874,0.2920539677143097,0.1931554079055786,0.11683418601751328,0.18856751918792725,0.10793773829936981,0.09678881615400314,0.10125724971294403,0.19838371872901917,0.19356420636177063,0.15737608075141907,0.23897026479244232,0.17226745188236237,0.1913449764251709,0.122233547270298,0.1841309666633606,0.08789634704589844,0.1006566658616066,0.026695463806390762,0.10637515783309937,0.14677485823631287,0.07122445851564407,0.11601310968399048,0.2729026973247528,0.3105088174343109,0.1441097855567932,0.2651858329772949,0.06972312182188034,0.1304548680782318,0.20446427166461945,0.17575690150260925,0.09311465919017792,0.11988023668527603,0.40772679448127747,0.20706385374069214,0.12188698351383209,0.13999320566654205,0.14979644119739532,0.0740688294172287,0.1616683155298233,0.04256075620651245,0.08618228137493134,0.12733574211597443,0.07884427160024643,0.05377175286412239,0.09270638972520828,0.2052249163389206,0.15317368507385254,0.21471074223518372,0.14068865776062012,0.19041748344898224,0.031017405912280083,0.058801788836717606,0.30323952436447144,0.11485510319471359
2076late6,0.10241110622882843,0.14936241507530212,0.10240685194730759,0.08036810159683228,0.15777337551116943,0.10999055951833725,0.04093058779835701,0.1853734850883484,0.09247837960720062,0.27564650774002075,0.04566308110952377,0.0876430943608284,0.043632980436086655,0.14923523366451263,0.11034044623374939,0.12402067333459854,0.12320239096879959,0.11503535509109497,0.21061214804649353,0.21123601496219635,0.021096406504511833,0.1257161945104599,0.07943588495254517,0.10192538052797318,0.12802118062973022,0.210073322057724,0.10942650586366653,0.15416233241558075,0.16503535211086273,0.20035608112812042,0.15711696445941925,0.20929032564163208,0.1607293039560318,0.12550517916679382,0.07607492804527283,0.06926552951335907,0.3711619973182678,0.16590657830238342,0.18825310468673706,0.2929639518260956,0.23395906388759613,0.3062977194786072,0.1389945149421692,0.26815110445022583,0.12882742285728455,0.18559317290782928,0.14703482389450073,0.12538987398147583,0.2408587634563446,0.1131211668252945,0.09979664534330368,0.0650763213634491,0.1332375556230545,0.07529682666063309,0.22166581451892853,0.11334644258022308,0.1223679780960083,0.13462696969509125,0.38736090064048767,0.17959633469581604,0.1801968663930893,0.10411018878221512,0.09492368251085281,0.1914343535900116,0.0901440978050232,0.07292483001947403,0.3246360421180725,0.27529406547546387,0.09913180768489838,0.10363147407770157,0.09152552485466003,0.08744150400161743,0.12195134907960892,0.06565641611814499,0.30435872077941895,0.19103868305683136,0.12482587993144989,0.1912817656993866,0.11551620811223984,0.10906364768743515,0.10033126920461655,0.1916653960943222,0.20626571774482727,0.16507568955421448,0.2536446154117584,0.17860737442970276,0.204551562666893,0.12457141280174255,0.17749544978141785,0.09213780611753464,0.09841441363096237,0.03428314998745918,0.12274078279733658,0.15423710644245148,0.08516720682382584,0.11050812155008316,0.27193576097488403,0.30672717094421387,0.15833134949207306,0.2653088867664337,0.06955581158399582,0.14239275455474854,0.21358834207057953,0.1735905110836029,0.10664381086826324,0.1245146170258522,0.40723899006843567,0.20159822702407837,0.1088537648320198,0.13522587716579437,0.1415431797504425,0.07570581883192062,0.163302481174469,0.056342143565416336,0.09290701150894165,0.12850746512413025,0.0890698954463005,0.0665351077914238,0.1097523644566536,0.20852424204349518,0.16924357414245605,0.22868835926055908,0.14715184271335602,0.19471949338912964,0.047033295035362244,0.05733102187514305,0.31458526849746704,0.12498626857995987
2144disease7,0.11928100883960724,0.15643130242824554,0.10358035564422607,0.07206901907920837,0.16745446622371674,0.1233704462647438,0.056647587567567825,0.21193569898605347,0.08980156481266022,0.29864266514778137,0.05470644310116768,0.11701755225658417,0.058912068605422974,0.15122106671333313,0.11411017179489136,0.12825794517993927,0.138244166970253,0.11231305450201035,0.20914645493030548,0.21468840539455414,0.02731592394411564,0.15128681063652039,0.09224933385848999,0.0960170105099678,0.1494852602481842,0.2061634659767151,0.10402832180261612,0.14413253962993622,0.1601850837469101,0.2039545625448227,0.15757256746292114,0.21944750845432281,0.16038048267364502,0.1170785054564476,0.060045287013053894,0.07388588786125183,0.37855470180511475,0.18292035162448883,0.19621412456035614,0.2966989278793335,0.24131453037261963,0.30946627259254456,0.1596243679523468,0.2718389332294464,0.1425994634628296,0.20369870960712433,0.14298774302005768,0.1350763440132141,0.24156315624713898,0.12118196487426758,0.09672567993402481,0.06816771626472473,0.1511453092098236,0.09105435013771057,0.2296217679977417,0.11631535738706589,0.1124664694070816,0.14674855768680573,0.39017215371131897,0.16937172412872314,0.16463036835193634,0.09951763600111008,0.10481109470129013,0.18478088080883026,0.09942983090877533,0.09185128659009933,0.34974387288093567,0.273499459028244,0.1110161542892456,0.10801197588443756,0.09443865716457367,0.07568792253732681,0.11374980211257935,0.07459443807601929,0.30372172594070435,0.20262748003005981,0.12793728709220886,0.1931868940591812,0.130814790725708,0.10118856281042099,0.10159653425216675,0.206142857670784,0.21184533834457397,0.16443076729774475,0.24703790247440338,0.1865234375,0.20966452360153198,0.12219081819057465,0.1785343736410141,0.09206908941268921,0.1055431067943573,0.04067900404334068,0.13065524399280548,0.16285952925682068,0.0955028235912323,0.13750509917736053,0.2697628438472748,0.3066577613353729,0.16403692960739136,0.26770323514938354,0.0763511061668396,0.1474897563457489,0.20124275982379913,0.1825200468301773,0.10497518628835678,0.14830659329891205,0.4065173864364624,0.20421841740608215,0.11099396646022797,0.1423974186182022,0.12528404593467712,0.08692516386508942,0.16542860865592957,0.08453388512134552,0.10203231871128082,0.13219675421714783,0.09787346422672272,0.07359914481639862,0.10947912931442261,0.21322447061538696,0.16814744472503662,0.22052115201950073,0.14950191974639893,0.19851775467395782,0.04939049482345581,0.06970838457345963,0.326325923204422,0.1120653748512268
2076late5,0.09060119092464447,0.15831050276756287,0.10895591974258423,0.08003758639097214,0.15678751468658447,0.12045062333345413,0.043301817029714584,0.19457580149173737,0.09023867547512054,0.287561297416687,0.05429241433739662,0.1071552187204361,0.044816650450229645,0.15000519156455994,0.11430174112319946,0.12538300454616547,0.1302354335784912,0.12625379860401154,0.20483824610710144,0.20641249418258667,0.025844568386673927,0.1332118809223175,0.08244866132736206,0.10670457780361176,0.1343497335910797,0.2123458981513977,0.1121680811047554,0.1551843136548996,0.16592231392860413,0.20361573994159698,0.15296316146850586,0.21304188668727875,0.16221709549427032,0.12218023836612701,0.06863802671432495,0.07274343818426132,0.37233489751815796,0.17338036000728607,0.19159311056137085,0.2979850172996521,0.24434751272201538,0.30922043323516846,0.14109428226947784,0.2685171067714691,0.13427703082561493,0.19555723667144775,0.15055644512176514,0.12328287214040756,0.23659197986125946,0.12763424217700958,0.09575828909873962,0.07171551883220673,0.15481942892074585,0.08311496675014496,0.2332625687122345,0.11552832275629044,0.12291675806045532,0.13757027685642242,0.38654711842536926,0.17429013550281525,0.17701859772205353,0.10181302577257156,0.10706013441085815,0.18909327685832977,0.09822293370962143,0.07670007646083832,0.3350127339363098,0.27412036061286926,0.10632329434156418,0.10596968978643417,0.0932593122124672,0.07822929322719574,0.10742992162704468,0.07159718871116638,0.30463093519210815,0.19184769690036774,0.1325942873954773,0.18927866220474243,0.11426206678152084,0.10335272550582886,0.10449540615081787,0.1958663910627365,0.20901790261268616,0.16650205850601196,0.24418169260025024,0.18102453649044037,0.20612169802188873,0.12569686770439148,0.18342290818691254,0.07824587821960449,0.10563395172357559,0.04523542895913124,0.11680079251527786,0.1564493179321289,0.08921970427036285,0.12758062779903412,0.26373159885406494,0.30847305059432983,0.15244810283184052,0.27503859996795654,0.06396332383155823,0.14275625348091125,0.20776352286338806,0.17215487360954285,0.10717366635799408,0.13594286143779755,0.41140177845954895,0.19780704379081726,0.1126217469573021,0.14268071949481964,0.1396893411874771,0.0819181501865387,0.16097739338874817,0.07423970848321915,0.08876380324363708,0.13127319514751434,0.08632420748472214,0.06654581427574158,0.12072694301605225,0.21116484701633453,0.17607015371322632,0.225594162940979,0.1535915732383728,0.19159887731075287,0.06062890589237213,0.05973813310265541,0.32091912627220154,0.11838091909885406
2044ready5,0.12952034175395966,0.1467769593000412,0.10583950579166412,0.05466673895716667,0.157718688249588,0.1048152893781662,0.030124766752123833,0.1777506023645401,0.09135358035564423,0.2889699339866638,0.042439986020326614,0.0849217027425766,0.0417918786406517,0.14156046509742737,0.1219463124871254,0.12314750999212265,0.10426094383001328,0.10779604315757751,0.2335546463727951,0.20619355142116547,0.013280428946018219,0.11234108358621597,0.08313554525375366,0.10968479514122009,0.1453532576560974,0.20244991779327393,0.10117747634649277,0.13334693014621735,0.1759590059518814,0.18647600710391998,0.14241516590118408,0.2137427181005478,0.1539033204317093,0.12618610262870789,0.06797244399785995,0.06126125901937485,0.35427477955818176,0.173161119222641,0.18481233716011047,0.2939681112766266,0.2312612682580948,0.332631915807724,0.12766166031360626,0.26787883043289185,0.12089841067790985,0.17995038628578186,0.12484553456306458,0.10630778223276138,0.2333853393793106,0.1058541089296341,0.0744398906826973,0.06412041187286377,0.1394815295934677,0.07317691296339035,0.22823651134967804,0.09122966229915619,0.11716045439243317,0.13318108022212982,0.3854164183139801,0.17528177797794342,0.18044809997081757,0.10080327093601227,0.08901167660951614,0.1824733018875122,0.09814299643039703,0.06830786913633347,0.31918004155158997,0.283351331949234,0.11402934044599533,0.10182788223028183,0.0927872434258461,0.07491716742515564,0.12333054095506668,0.04824679717421532,0.28580909967422485,0.1867394894361496,0.10843676328659058,0.2047104388475418,0.12211424857378006,0.0960003212094307,0.08976894617080688,0.20209935307502747,0.1864955872297287,0.16241291165351868,0.24967850744724274,0.16252446174621582,0.18575602769851685,0.1193692609667778,0.1636144518852234,0.08866924792528152,0.09726126492023468,0.025779634714126587,0.12540100514888763,0.13620609045028687,0.06505192816257477,0.10775269567966461,0.26244163513183594,0.3167356848716736,0.143036350607872,0.25866395235061646,0.07071786373853683,0.12061566114425659,0.19180820882320404,0.17182044684886932,0.08342451602220535,0.11013492196798325,0.3998170495033264,0.1965382695198059,0.11025261133909225,0.1497519314289093,0.15988168120384216,0.06827259808778763,0.16269849240779877,0.04586184769868851,0.08202250301837921,0.13336621224880219,0.08302351087331772,0.0651303306221962,0.09531211853027344,0.19466277956962585,0.17023733258247375,0.20250308513641357,0.14242029190063477,0.17704170942306519,0.043011996895074844,0.0630158856511116,0.29446855187416077,0.11443221569061279
2039ready13,0.12797385454177856,0.14332330226898193,0.10168955475091934,0.057545021176338196,0.1465342938899994,0.10717005282640457,0.026726095005869865,0.1951511949300766,0.09558285772800446,0.28759562969207764,0.04196098446846008,0.08164867013692856,0.06217965483665466,0.15188905596733093,0.1228875070810318,0.12943078577518463,0.1072729080915451,0.12199526280164719,0.22954519093036652,0.20657823979854584,0.014888722449541092,0.11936258524656296,0.08586721122264862,0.11706104129552841,0.14569318294525146,0.1995316594839096,0.09454673528671265,0.11791902035474777,0.16936837136745453,0.19425880908966064,0.15493908524513245,0.209469735622406,0.1468437761068344,0.13299253582954407,0.07085967808961868,0.05385835841298103,0.35869738459587097,0.17349883913993835,0.18841733038425446,0.3064779043197632,0.23345160484313965,0.3285638391971588,0.13360796868801117,0.2660881280899048,0.12479008734226227,0.17549750208854675,0.12250801920890808,0.11241241544485092,0.24005959928035736,0.10606759786605835,0.07379394769668579,0.05802933871746063,0.1446312814950943,0.06740438938140869,0.21049484610557556,0.09199594706296921,0.11335060745477676,0.13964831829071045,0.39294278621673584,0.17917124927043915,0.1865163892507553,0.0959249883890152,0.09944941848516464,0.18389499187469482,0.09317968040704727,0.05609564855694771,0.31668174266815186,0.2853825092315674,0.11858351528644562,0.09944356977939606,0.10277093946933746,0.07190622389316559,0.11888234317302704,0.06038327142596245,0.2880297303199768,0.19130204617977142,0.12226099520921707,0.1991904079914093,0.12487545609474182,0.09660540521144867,0.10043874382972717,0.1955406814813614,0.19351279735565186,0.16493582725524902,0.24441447854042053,0.1642656773328781,0.19815468788146973,0.11647558212280273,0.16257454454898834,0.08870697766542435,0.10117372870445251,0.029917312785983086,0.10801666975021362,0.14610111713409424,0.07486625760793686,0.12824754416942596,0.2694985270500183,0.31223368644714355,0.13841773569583893,0.2496664673089981,0.08884064108133316,0.11212988942861557,0.19270025193691254,0.16276228427886963,0.08518277108669281,0.12242768704891205,0.40072110295295715,0.201332688331604,0.11329285055398941,0.14711838960647583,0.15803977847099304,0.07650967687368393,0.17178203165531158,0.057610705494880676,0.09245877712965012,0.1313961148262024,0.08138716220855713,0.06008729338645935,0.10461683571338654,0.19839300215244293,0.17729106545448303,0.2072554975748062,0.1428726613521576,0.1866624355316162,0.0407254621386528,0.05517873167991638,0.29561111330986023,0.11076482385396957
2039ready12,0.1276550143957138,0.1535635143518448,0.10534117370843887,0.06154512241482735,0.16050203144550323,0.11630219966173172,0.043083306401968,0.19584107398986816,0.09464924037456512,0.29301324486732483,0.057249948382377625,0.09662403166294098,0.06328541040420532,0.15538311004638672,0.12469736486673355,0.13543806970119476,0.12397778034210205,0.11755946278572083,0.2212797850370407,0.20824231207370758,0.021201053634285927,0.13350971043109894,0.0853794515132904,0.09882444888353348,0.14007726311683655,0.21098443865776062,0.10260165482759476,0.13104301691055298,0.1824990063905716,0.1979043185710907,0.1544918566942215,0.2143080234527588,0.16120527684688568,0.12738631665706635,0.07733605057001114,0.06458531320095062,0.37273964285850525,0.181495800614357,0.19393832981586456,0.3036441504955292,0.24263115227222443,0.3286583423614502,0.14070384204387665,0.2681240141391754,0.13700073957443237,0.1879718005657196,0.1330798864364624,0.12024271488189697,0.23832103610038757,0.120118148624897,0.07836644351482391,0.07035591453313828,0.14579908549785614,0.07844825088977814,0.22262509167194366,0.10228551924228668,0.12261305004358292,0.13568420708179474,0.3967854976654053,0.18159329891204834,0.18082791566848755,0.10473830997943878,0.09928560256958008,0.18513832986354828,0.10184072703123093,0.07989231497049332,0.3302876651287079,0.28002944588661194,0.11829494684934616,0.10072867572307587,0.09172601252794266,0.07433217763900757,0.10635079443454742,0.06447722017765045,0.29308801889419556,0.191530242562294,0.1254177838563919,0.1935787796974182,0.13404367864131927,0.1026780977845192,0.09805618971586227,0.20392873883247375,0.20888182520866394,0.1651170700788498,0.25494030117988586,0.17258033156394958,0.2061341553926468,0.11898230761289597,0.1705586314201355,0.09064874798059464,0.10518831759691238,0.029366185888648033,0.11667255312204361,0.1536989063024521,0.07804683595895767,0.13502612709999084,0.2687402069568634,0.31254440546035767,0.15587598085403442,0.2723996639251709,0.07967155426740646,0.13736887276172638,0.19562777876853943,0.1628706157207489,0.10103881359100342,0.12385162711143494,0.40998801589012146,0.20400559902191162,0.109758660197258,0.13982869684696198,0.15074901282787323,0.08383652567863464,0.17195548117160797,0.06045329198241234,0.09275392442941666,0.13895440101623535,0.08417441695928574,0.0691363587975502,0.1100529283285141,0.2027604579925537,0.16749338805675507,0.21264928579330444,0.15500567853450775,0.18839164078235626,0.0506168007850647,0.05394221469759941,0.3176328241825104,0.10823743045330048
2038ready3,0.12158012390136719,0.14028143882751465,0.10392077267169952,0.053813327103853226,0.14522123336791992,0.10611303150653839,0.026357095688581467,0.20449095964431763,0.09580694139003754,0.28004148602485657,0.045314472168684006,0.08381833881139755,0.0567161999642849,0.1510864794254303,0.1172369122505188,0.12294238060712814,0.11069086939096451,0.1146334856748581,0.22784385085105896,0.21296265721321106,0.01800776831805706,0.12112948298454285,0.0786944329738617,0.11468350887298584,0.1397789567708969,0.19029700756072998,0.09708616882562637,0.1183295026421547,0.15716983377933502,0.19052980840206146,0.1556079089641571,0.21250216662883759,0.1559690535068512,0.1278202086687088,0.07303957641124725,0.06059560552239418,0.359597772359848,0.16975557804107666,0.1845911592245102,0.30949780344963074,0.2326941341161728,0.3269006311893463,0.1324630081653595,0.26845964789390564,0.13137350976467133,0.17700184881687164,0.1275268793106079,0.11631768196821213,0.23543255031108856,0.11082646250724792,0.08216330409049988,0.06112915650010109,0.14560703933238983,0.07278233766555786,0.20511601865291595,0.0996629074215889,0.12076883763074875,0.13759279251098633,0.40255746245384216,0.16851754486560822,0.1922696977853775,0.10182597488164902,0.10247426480054855,0.18189218640327454,0.09568963944911957,0.04907591640949249,0.3150065541267395,0.282105028629303,0.11215520650148392,0.1038227304816246,0.0955885574221611,0.06621620804071426,0.09572877734899521,0.06715120375156403,0.2847091257572174,0.19963033497333527,0.12650005519390106,0.19458229839801788,0.12067760527133942,0.0904436856508255,0.09913234412670135,0.20437468588352203,0.17908456921577454,0.1643824428319931,0.25066444277763367,0.16698922216892242,0.20481884479522705,0.11161565035581589,0.16941560804843903,0.08080527186393738,0.09659925103187561,0.02078639529645443,0.10539235919713974,0.15522433817386627,0.07855276018381119,0.11595704406499863,0.26407983899116516,0.31212934851646423,0.14387837052345276,0.2541261911392212,0.08773931115865707,0.12568409740924835,0.18581576645374298,0.1734115481376648,0.0705476850271225,0.1359095573425293,0.40385740995407104,0.20001226663589478,0.11953295767307281,0.14509174227714539,0.14978373050689697,0.07344727963209152,0.17480523884296417,0.06463702023029327,0.10051049292087555,0.1282517910003662,0.07712039351463318,0.04808569326996803,0.10729634761810303,0.19322872161865234,0.1770513355731964,0.2129187434911728,0.14738789200782776,0.20591941475868225,0.034149616956710815,0.05245856195688248,0.28888583183288574,0.11316286027431488
2063ready6,0.12985149025917053,0.14351913332939148,0.10256119072437286,0.05154592543840408,0.1520889401435852,0.10706841200590134,0.03297609090805054,0.19029122591018677,0.09427928924560547,0.29035526514053345,0.04269656538963318,0.1008729338645935,0.05213851481676102,0.1442136913537979,0.1259142905473709,0.1327706277370453,0.11274376511573792,0.12207431346178055,0.22263573110103607,0.20709608495235443,0.010710515081882477,0.1211983785033226,0.0846053957939148,0.11162217706441879,0.1441115289926529,0.20499244332313538,0.09943428635597229,0.1313408613204956,0.1745435893535614,0.19677242636680603,0.15045547485351562,0.20677901804447174,0.1547848880290985,0.13013856112957,0.07001238316297531,0.06071321293711662,0.364517480134964,0.176405668258667,0.1866079866886139,0.30674314498901367,0.23056378960609436,0.3291349709033966,0.1351694017648697,0.2686466574668884,0.12873390316963196,0.18484342098236084,0.12072611600160599,0.11346442997455597,0.2436789721250534,0.11777572333812714,0.0731806606054306,0.058198779821395874,0.13994936645030975,0.07344929128885269,0.22521761059761047,0.09205541759729385,0.11781549453735352,0.13577885925769806,0.383895605802536,0.18609823286533356,0.17838725447654724,0.0995708703994751,0.10131892561912537,0.18640875816345215,0.10916879028081894,0.06564578413963318,0.3193945586681366,0.2814975380897522,0.11178960651159286,0.09979657828807831,0.09344533830881119,0.07660609483718872,0.11446249485015869,0.054624494165182114,0.291868656873703,0.1885644495487213,0.12371990829706192,0.20368225872516632,0.12298371642827988,0.09334064275026321,0.09598623216152191,0.19744808971881866,0.201176255941391,0.16097396612167358,0.24055735766887665,0.1658238172531128,0.20259355008602142,0.11488909274339676,0.16951806843280792,0.092437744140625,0.10010898113250732,0.02341379038989544,0.1096767857670784,0.14703984558582306,0.07186467200517654,0.11829973757266998,0.26242226362228394,0.3124130666255951,0.14780405163764954,0.265136182308197,0.07298823446035385,0.11294864863157272,0.192470982670784,0.17277534306049347,0.0886857733130455,0.12648120522499084,0.4066782295703888,0.20049189031124115,0.10588999092578888,0.14839470386505127,0.15844012796878815,0.07903607934713364,0.17255611717700958,0.05021411180496216,0.09035781025886536,0.12884601950645447,0.08052213490009308,0.0743846595287323,0.10637884587049484,0.19698849320411682,0.17813922464847565,0.21170341968536377,0.1476656049489975,0.18740203976631165,0.04473186656832695,0.06368642300367355,0.2996823191642761,0.10686337202787399
2144disease1,0.09146897494792938,0.14729726314544678,0.09720438718795776,0.08472365140914917,0.14993026852607727,0.10947570204734802,0.042455535382032394,0.17582039535045624,0.08785692602396011,0.281046062707901,0.04339876025915146,0.08601775765419006,0.05178985372185707,0.1537807732820511,0.11103153973817825,0.11607124656438828,0.11507820338010788,0.10991202294826508,0.22492314875125885,0.2091388702392578,0.018558988347649574,0.13139303028583527,0.08171456307172775,0.09274514764547348,0.1330864429473877,0.20882388949394226,0.09964501857757568,0.13559772074222565,0.1638035923242569,0.19972248375415802,0.1577495038509369,0.20677953958511353,0.15798714756965637,0.12363048642873764,0.07323707640171051,0.06847633421421051,0.36244654655456543,0.16846607625484467,0.17809434235095978,0.2878844141960144,0.24015630781650543,0.3115544021129608,0.1381637454032898,0.2699945271015167,0.12352561205625534,0.18260601162910461,0.1344924420118332,0.10707903653383255,0.21714407205581665,0.10964294523000717,0.07684652507305145,0.0624406524002552,0.13309991359710693,0.07289497554302216,0.22333620488643646,0.10854348540306091,0.1105109229683876,0.12241131067276001,0.38990530371665955,0.15799397230148315,0.18577219545841217,0.11515765637159348,0.09634474664926529,0.17900627851486206,0.09059607237577438,0.06986105442047119,0.3134954869747162,0.2708132266998291,0.1062726080417633,0.08904682844877243,0.09016840159893036,0.07876872271299362,0.10971500724554062,0.06084415689110756,0.30098530650138855,0.18920618295669556,0.11752550303936005,0.1905653029680252,0.10535012185573578,0.10323244333267212,0.0963151603937149,0.18871942162513733,0.20706699788570404,0.17129181325435638,0.23675906658172607,0.18055248260498047,0.20323149859905243,0.12350431829690933,0.17507843673229218,0.08024873584508896,0.10151731967926025,0.03286350890994072,0.11671528220176697,0.14496353268623352,0.08568036556243896,0.12036442011594772,0.272553414106369,0.30893030762672424,0.1420373022556305,0.25367647409439087,0.06969434022903442,0.14381171762943268,0.20589286088943481,0.16401205956935883,0.09683389216661453,0.12818080186843872,0.40678828954696655,0.20135954022407532,0.10926469415426254,0.1349600851535797,0.14126698672771454,0.0689043179154396,0.157509908080101,0.06747598201036453,0.08533481508493423,0.1284911334514618,0.08392731100320816,0.044919759035110474,0.09910529851913452,0.20749816298484802,0.1796446442604065,0.2100173830986023,0.14697407186031342,0.18043479323387146,0.044822245836257935,0.04958422854542732,0.3110309839248657,0.11699842661619186
